CRASH DATE,LATITUDE,LONGITUDE,NUMBER OF PERSONS INJURED,NUMBER OF PERSONS KILLED,NUMBER OF PEDESTRIANS INJURED,NUMBER OF PEDESTRIANS KILLED,NUMBER OF CYCLIST INJURED,NUMBER OF CYCLIST KILLED,NUMBER OF MOTORIST INJURED,NUMBER OF MOTORIST KILLED,CONTRIBUTING FACTOR VEHICLE 1,CONTRIBUTING FACTOR VEHICLE 2,CONTRIBUTING FACTOR VEHICLE 3,CONTRIBUTING FACTOR VEHICLE 4,CONTRIBUTING FACTOR VEHICLE 5,VEHICLE TYPE CODE 1,VEHICLE TYPE CODE 2,VEHICLE TYPE CODE 3,VEHICLE TYPE CODE 4,VEHICLE TYPE CODE 5
5/4/23,40.763573,-73.92189,1,0,0,0,0,0,1,0,Failure to Yield Right-of-Way,Driver Inattention/Distraction,,,,Station Wagon/Sport Utility Vehicle,Motorcycle,,,
5/4/23,40.748066,-73.9896,0,0,0,0,0,0,0,0,Passing Too Closely,Unspecified,,,,Motorcycle,Taxi,,,
5/4/23,40.68751,-73.99043,1,0,0,0,0,0,1,0,Passing Too Closely,Passing or Lane Usage Improper,,,,MOPED,Sedan,,,
5/4/23,,,0,0,0,0,0,0,0,0,Traffic Control Disregarded,Unspecified,,,,Sedan,Moped,,,
5/5/23,40.87361,-73.84867,1,0,0,0,0,0,1,0,Passing or Lane Usage Improper,Unspecified,,,,Motorcycle,Sedan,,,
5/5/23,40.781647,-73.8367,2,0,1,0,0,0,1,0,Unspecified,,,,,Motorcycle,,,,
5/5/23,40.761425,-73.86053,1,0,0,0,0,0,1,0,Traffic Control Disregarded,Unspecified,,,,Station Wagon/Sport Utility Vehicle,Moped,,,
5/5/23,40.712463,-73.99241,1,0,0,0,0,0,1,0,Failure to Yield Right-of-Way,Unspecified,,,,Motorcycle,Sedan,,,
5/5/23,40.70854,-73.927414,1,0,0,0,0,0,1,0,Traffic Control Disregarded,Unspecified,,,,Box Truck,Motorcycle,,,
5/5/23,40.66533,-73.90578,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,Sedan,Motorcycle,,,
5/6/23,40.8725,-73.90215,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,,,,Sedan,Motorbike,,,
5/6/23,40.846928,-73.89761,1,0,0,0,0,0,1,0,Passing Too Closely,Other Vehicular,Unspecified,,,Moped,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,
5/6/23,40.8324,-73.870384,0,0,0,0,0,0,0,0,Unsafe Speed,Unspecified,Unspecified,,,Sedan,Motorcycle,Station Wagon/Sport Utility Vehicle,,
5/6/23,40.82982,-73.85056,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,,,,Motorcycle,Station Wagon/Sport Utility Vehicle,,,
5/6/23,40.81645,-73.91918,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,,,,Motorcycle,Sedan,,,
5/6/23,40.75184,-73.90358,1,0,0,0,0,0,1,0,Other Vehicular,Unspecified,,,,Sedan,Moped,,,
5/6/23,40.73715,-73.930824,1,0,0,0,0,0,1,0,Passing or Lane Usage Improper,Unspecified,,,,Sedan,Motorscooter,,,
5/6/23,40.734314,-73.93803,1,0,0,0,0,0,1,0,Unsafe Speed,Unspecified,,,,Sedan,Moped,,,
5/6/23,40.718918,-73.939514,1,0,0,0,0,0,1,0,Backing Unsafely,Unspecified,Unspecified,,,Station Wagon/Sport Utility Vehicle,Motorcycle,Station Wagon/Sport Utility Vehicle,,
5/6/23,40.696983,-73.935234,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,Sedan,Motorcycle,,,
5/6/23,40.68578,-73.9544,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,,,,Motorscooter,Station Wagon/Sport Utility Vehicle,,,
5/6/23,40.68497,-73.97983,1,0,0,0,0,0,1,0,Passing or Lane Usage Improper,Unspecified,,,,Sedan,Moped,,,
5/6/23,40.673107,-73.99959,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,,,,,Motorcycle,,,,
5/6/23,40.672688,-73.73544,1,0,0,0,0,0,1,0,Unsafe Speed,Unspecified,Unspecified,,,Station Wagon/Sport Utility Vehicle,Motorcycle,,,
5/6/23,40.64134,-74.08684,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,Sedan,Moped,,,
5/6/23,40.63845,-74.08755,1,0,0,0,0,0,1,0,Driver Inexperience,Driver Inattention/Distraction,Unspecified,,,Motorcycle,Sedan,Sedan,,
5/6/23,40.60507,-73.97913,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,Station Wagon/Sport Utility Vehicle,Moped,,,
5/6/23,40.581547,-73.84321,2,0,0,0,0,0,2,0,Driver Inattention/Distraction,Unspecified,,,,Station Wagon/Sport Utility Vehicle,Motorscooter,,,
5/6/23,,,1,0,1,0,0,0,0,0,Unspecified,,,,,Motorcycle,,,,
5/7/23,40.857327,-73.904526,4,0,1,0,0,0,3,0,Traffic Control Disregarded,Unspecified,,,,Sedan,MOPED,,,
5/7/23,40.856606,-73.92841,1,0,0,0,0,0,1,0,Turning Improperly,Unspecified,,,,Station Wagon/Sport Utility Vehicle,MOPED,,,
5/7/23,40.847775,-73.89199,3,0,0,0,0,0,3,0,Other Vehicular,Unspecified,,,,Sedan,Moped,,,
5/7/23,40.81507,-73.95298,0,0,0,0,0,0,0,0,Other Vehicular,Aggressive Driving/Road Rage,,,,Sedan,Motorcycle,,,
5/7/23,40.81437,-73.896706,1,0,0,0,0,0,1,0,Traffic Control Disregarded,Unspecified,,,,Sedan,Motorcycle,,,
5/7/23,40.81437,-73.896706,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,Sedan,Motorcycle,,,
5/7/23,40.74768,-73.9848,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,,,,Sedan,Moped,,,
5/7/23,40.710907,-73.95165,1,0,0,0,0,0,1,0,Turning Improperly,Unspecified,,,,Motorcycle,Sedan,,,
5/7/23,40.65401,-73.92737,1,0,0,0,0,0,1,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Passing or Lane Usage Improper,,,,Station Wagon/Sport Utility Vehicle,Moped,,,
5/7/23,,,1,0,0,0,0,0,1,0,Following Too Closely,Following Too Closely,Unspecified,Unspecified,,Sedan,Sedan,Motorcycle,Sedan,
5/8/23,40.88262,-73.9022,0,0,0,0,0,0,0,0,View Obstructed/Limited,Following Too Closely,,,,Sedan,Motorscooter,,,
5/8/23,40.872314,-73.91274,1,0,0,0,0,0,1,0,Driver Inexperience,Unspecified,,,,Station Wagon/Sport Utility Vehicle,MOPED,,,
5/8/23,40.836998,-73.90691,1,0,0,0,0,0,1,0,Unsafe Lane Changing,Other Lighting Defects,,,,Sedan,MOPED,,,
5/8/23,40.831085,-73.86909,1,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,Motorbike,E-Scooter,,,
5/8/23,40.81796,-73.960365,1,0,0,0,0,0,1,0,Passing or Lane Usage Improper,Unspecified,,,,Sedan,Moped,,,
5/8/23,40.815304,-73.94371,1,0,0,0,0,0,1,0,Reaction to Uninvolved Vehicle,,,,,Motorcycle,,,,
5/8/23,40.807186,-73.924286,2,0,1,0,0,0,1,0,Unspecified,,,,,Motorcycle,,,,
5/8/23,40.768436,-73.91996,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,,,,Sedan,Moped,,,
5/8/23,40.761425,-73.86053,2,0,0,0,0,0,2,0,Failure to Yield Right-of-Way,Unspecified,,,,Station Wagon/Sport Utility Vehicle,Moped,,,
5/8/23,40.758224,-73.91741,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,Station Wagon/Sport Utility Vehicle,Moped,,,
5/8/23,40.748363,-73.98041,0,0,0,0,0,0,0,0,Aggressive Driving/Road Rage,Unspecified,,,,Moped,Sedan,,,
5/8/23,40.742676,-73.881645,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,Sedan,Motorcycle,,,
5/8/23,40.725006,-73.8792,2,0,0,0,0,0,2,0,Unsafe Lane Changing,Unspecified,,,,Sedan,Moped,,,
5/8/23,,,1,0,0,0,0,0,1,0,Unspecified,,,,,Moped,,,,
5/8/23,,,1,0,0,0,0,0,1,0,Passing or Lane Usage Improper,Unspecified,,,,Sedan,Motorscooter,,,
5/9/23,40.894054,-73.86248,1,0,0,0,0,0,1,0,Passing Too Closely,Unspecified,,,,Motorcycle,,,,
5/9/23,40.867012,-73.92312,1,0,0,0,0,0,1,0,Failure to Yield Right-of-Way,Unspecified,,,,Station Wagon/Sport Utility Vehicle,Motorcycle,,,
5/9/23,40.860916,-73.90352,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,,,,Station Wagon/Sport Utility Vehicle,moped,,,
5/9/23,40.836792,-73.84669,0,0,0,0,0,0,0,0,Traffic Control Disregarded,Unspecified,,,,Station Wagon/Sport Utility Vehicle,Moped,,,
5/9/23,40.820587,-73.887985,1,0,0,0,0,0,1,0,Unspecified,,,,,Motorcycle,Sedan,,,
5/9/23,40.77929,-73.98114,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,Motorcycle,Sedan,,,
5/9/23,40.776722,-73.979294,1,0,0,0,0,0,1,0,Alcohol Involvement,Unspecified,,,,Motorcycle,Bus,,,
5/9/23,40.77005,-73.927666,1,0,0,0,0,0,1,0,Failure to Yield Right-of-Way,Unspecified,,,,Moped,,,,
5/9/23,40.769646,-73.91858,1,0,0,0,0,0,1,0,Unspecified,Unspecified,,,,Motorcycle,Station Wagon/Sport Utility Vehicle,,,
5/9/23,40.744392,-74.00577,0,0,0,0,0,0,0,0,Unspecified,,,,,Motorcycle,,,,
5/9/23,40.742573,-73.8947,1,0,0,0,0,0,1,0,Backing Unsafely,Driver Inattention/Distraction,,,,Station Wagon/Sport Utility Vehicle,Moped,,,
5/9/23,40.739964,-73.89424,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Following Too Closely,,,,Station Wagon/Sport Utility Vehicle,Moped,,,
5/9/23,40.702454,-73.98732,2,0,0,0,0,0,2,0,Passenger Distraction,Unspecified,,,,Moped,Taxi,,,
5/9/23,40.697166,-73.893364,1,0,0,0,0,0,1,0,Failure to Yield Right-of-Way,Unspecified,,,,Moped,Flat Bed,,,
5/9/23,40.694363,-73.958,1,0,0,0,0,0,1,0,Unsafe Speed,Unspecified,,,,MOPED,Motorcycle,,,
5/9/23,40.6918,-73.98732,1,0,0,0,0,0,1,0,Failure to Yield Right-of-Way,Unspecified,,,,Moped,Station Wagon/Sport Utility Vehicle,,,
5/9/23,40.688698,-73.942085,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,,,,Station Wagon/Sport Utility Vehicle,Moped,,,
5/9/23,40.67972,-73.837814,1,0,0,0,0,0,1,0,Passing or Lane Usage Improper,Unspecified,Unspecified,,,Sedan,Sedan,Motorcycle,,
5/9/23,40.675827,-73.817276,1,0,0,0,0,0,1,0,Alcohol Involvement,Unspecified,,,,Sedan,Moped,,,
5/9/23,40.66435,-73.92906,3,0,0,0,0,0,3,0,Driver Inexperience,Unspecified,,,,Sedan,Motorcycle,,,
5/9/23,,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,,,,Sedan,Moped,,,
5/10/23,40.83037,-73.94015,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,,,,Motorcycle,Sedan,,,
5/10/23,40.821598,-73.89787,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,Bike,Motorcycle,,,
5/10/23,40.819702,-73.913414,5,0,0,0,0,0,5,0,Unsafe Speed,Unspecified,Unspecified,,,Sedan,Moped,,,
5/10/23,40.818085,-73.96048,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,Station Wagon/Sport Utility Vehicle,Moped,,,
5/10/23,40.808178,-73.92654,1,0,0,0,0,0,1,0,Unspecified,Unspecified,,,,Motorcycle,Sedan,,,
5/10/23,40.768887,-73.90691,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,Station Wagon/Sport Utility Vehicle,Motorscooter,,,
5/10/23,40.753075,-73.92139,0,0,0,0,0,0,0,0,Other Vehicular,Unspecified,,,,Station Wagon/Sport Utility Vehicle,Motorcycle,,,
5/10/23,40.752728,-73.92297,2,0,0,0,0,0,2,0,Failure to Yield Right-of-Way,Unspecified,,,,Moped,Sedan,,,
5/10/23,40.738842,-73.81404,1,0,0,0,0,0,1,0,Unsafe Lane Changing,Following Too Closely,,,,Sedan,Motorcycle,,,
5/10/23,40.713924,-73.79141,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,Sedan,Motorbike,,,
5/10/23,40.713814,-73.920845,1,0,0,0,0,0,1,0,Failure to Yield Right-of-Way,Unspecified,,,,Sedan,Motorcycle,,,
5/10/23,40.708904,-73.95926,1,0,0,0,0,0,1,0,Unsafe Speed,Unspecified,,,,Station Wagon/Sport Utility Vehicle,Motorcycle,,,
5/10/23,40.698036,-73.962845,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,Box Truck,Motorcycle,,,
5/10/23,40.696342,-73.97644,0,0,0,0,0,0,0,0,Alcohol Involvement,Unspecified,,,,Station Wagon/Sport Utility Vehicle,Motorbike,,,
5/10/23,40.668667,-73.98525,0,0,0,0,0,0,0,0,Passing Too Closely,Unspecified,,,,Motorcycle,UNKNOWN,,,
5/10/23,40.659058,-73.91095,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,Station Wagon/Sport Utility Vehicle,Motorbike,,,
5/10/23,40.595707,-73.965065,1,0,0,0,0,0,1,0,Unspecified,Unspecified,,,,Sedan,Motorcycle,,,
5/11/23,40.828407,-73.93125,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,Motorscooter,Convertible,,,
5/11/23,40.76871,-73.969986,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,,,,,Moped,,,,
5/11/23,40.76225,-73.91635,1,0,0,0,0,0,1,0,Passing Too Closely,Unspecified,,,,Station Wagon/Sport Utility Vehicle,Motorcycle,,,
5/11/23,40.716778,-73.93635,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Passing Too Closely,,,,Station Wagon/Sport Utility Vehicle,Motorcycle,,,
5/11/23,40.707077,-73.954025,1,0,0,0,0,0,1,0,Passing or Lane Usage Improper,Unspecified,,,,Station Wagon/Sport Utility Vehicle,Motorcycle,,,
5/11/23,40.703545,-73.92234,0,0,0,0,0,0,0,0,Other Vehicular,Unspecified,,,,Station Wagon/Sport Utility Vehicle,Motorcycle,,,
5/11/23,40.66675,-73.80157,1,0,0,0,0,0,1,0,Passing or Lane Usage Improper,Unspecified,,,,Motorcycle,Station Wagon/Sport Utility Vehicle,,,
5/11/23,40.663754,-73.937164,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,Sedan,Motorcycle,,,
5/11/23,40.63347,-73.88199,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,Sedan,Motorcycle,,,
5/11/23,40.58987,-73.80652,0,0,0,0,0,0,0,0,Unspecified,,,,,Motorcycle,,,,
5/11/23,,,1,0,0,0,0,0,1,0,Passing or Lane Usage Improper,Unspecified,,,,Motorcycle,Station Wagon/Sport Utility Vehicle,,,
5/12/23,40.883522,-73.85949,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,Station Wagon/Sport Utility Vehicle,Moped,,,
5/12/23,40.86369,-73.91707,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,Moped,Station Wagon/Sport Utility Vehicle,,,
5/12/23,40.86173,-73.91182,0,0,0,0,0,0,0,0,Unsafe Speed,Unspecified,,,,Sedan,Motorbike,,,
5/12/23,40.841816,-73.92245,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,Station Wagon/Sport Utility Vehicle,Motorcycle,,,
5/12/23,40.8324,-73.870384,1,0,0,0,0,0,1,0,Unspecified,,,,,Moped,,,,
5/12/23,40.816887,-73.92087,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,Unspecified,,,Sedan,Motorcycle,Sedan,,
5/12/23,40.803593,-73.919785,1,0,0,0,0,0,1,0,Unspecified,Unspecified,,,,Pick-up Truck,Motorcycle,,,
5/12/23,40.79965,-73.945114,1,0,0,0,0,0,1,0,Failure to Yield Right-of-Way,Unspecified,,,,Sedan,Moped,,,
5/12/23,40.76981,-73.86773,2,0,0,0,0,0,2,0,Unsafe Lane Changing,Unsafe Speed,,,,Station Wagon/Sport Utility Vehicle,Motorcycle,,,
5/12/23,40.758743,-73.89069,1,0,0,0,0,0,1,0,Turning Improperly,Unspecified,,,,Station Wagon/Sport Utility Vehicle,Moped,,,
5/12/23,40.752724,-73.9748,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,,,,Moped,Taxi,,,
5/12/23,40.741547,-73.98958,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,Station Wagon/Sport Utility Vehicle,Moped,,,
5/12/23,40.736164,-73.97891,1,0,0,0,1,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,Bike,Moped,,,
5/12/23,40.72293,-73.847336,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,Station Wagon/Sport Utility Vehicle,Moped,,,
5/12/23,40.713966,-73.93254,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,,,,Sedan,Motorcycle,,,
5/12/23,40.710728,-73.91863,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,Sedan,Motorcycle,,,
5/12/23,40.70145,-73.989624,1,0,0,0,0,0,1,0,Following Too Closely,Unspecified,,,,Motorcycle,Sedan,,,
5/12/23,40.701077,-73.94043,1,0,1,0,0,0,0,0,Traffic Control Disregarded,,,,,Moped,,,,
5/12/23,40.681225,-73.95615,2,0,0,0,0,0,2,0,Turning Improperly,Unspecified,Unspecified,Unspecified,,Motorcycle,Motorcycle,Sedan,Sedan,
5/12/23,40.68029,-73.94774,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Driver Inattention/Distraction,,,,Station Wagon/Sport Utility Vehicle,Moped,,,
5/12/23,40.66732,-73.777275,2,0,0,0,0,0,2,0,Unspecified,Unspecified,,,,Station Wagon/Sport Utility Vehicle,Motorcycle,,,
5/12/23,40.66112,-73.920135,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,Sedan,Motorcycle,,,
5/12/23,40.62143,-74.02299,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Unsafe Speed,,,,Station Wagon/Sport Utility Vehicle,Motorcycle,,,
5/12/23,40.577995,-73.95964,1,0,1,0,0,0,0,0,Driver Inattention/Distraction,,,,,Moped,,,,
5/12/23,,,0,1,0,0,0,0,0,1,Driver Inattention/Distraction,,,,,Motorcycle,,,,
5/12/23,,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,Moped,Taxi,,,
5/13/23,40.846878,-73.920616,3,0,0,0,0,0,3,0,Traffic Control Disregarded,Unspecified,,,,Taxi,Motorbike,,,
5/13/23,40.843174,-73.91196,1,0,0,0,0,0,1,0,Traffic Control Disregarded,Unspecified,,,,Motorscooter,Sedan,,,
5/13/23,40.8233,-73.88003,1,0,0,0,0,0,1,0,Turning Improperly,Unspecified,,,,Station Wagon/Sport Utility Vehicle,Motorcycle,,,
5/13/23,40.77786,-73.82743,1,0,0,0,0,0,1,0,Unspecified,Unspecified,,,,Motorcycle,Station Wagon/Sport Utility Vehicle,,,
5/13/23,40.77226,-73.92591,1,0,0,0,0,0,1,0,Aggressive Driving/Road Rage,Unspecified,,,,Motorcycle,Sedan,,,
5/13/23,40.738884,-73.79367,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,Station Wagon/Sport Utility Vehicle,Motorbike,,,
5/13/23,40.723923,-74.00415,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,Motorcycle,Station Wagon/Sport Utility Vehicle,,,
5/13/23,40.696823,-73.91487,1,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,E-Scooter,MOPED,,,
5/13/23,40.67642,-73.94154,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,Station Wagon/Sport Utility Vehicle,Moped,,,
5/13/23,40.639915,-73.92717,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,,,,Sedan,Motorcycle,,,
5/13/23,40.63233,-74.01854,1,0,0,0,0,0,1,0,Passing Too Closely,Unspecified,,,,Station Wagon/Sport Utility Vehicle,Motorcycle,,,
5/13/23,40.533157,-74.20341,1,0,0,0,0,0,1,0,Unspecified,,,,,Motorcycle,,,,
5/13/23,,,1,0,0,0,0,0,1,0,Unsafe Speed,,,,,Motorcycle,,,,
5/13/23,,,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,Sedan,Motorcycle,,,
5/13/23,,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,Sedan,Motorcycle,,,
5/13/23,,,1,0,0,0,0,0,1,0,Failure to Yield Right-of-Way,Unspecified,,,,Sedan,Motorcycle,,,
5/14/23,40.83623,-73.90741,1,0,0,0,0,0,1,0,Unspecified,Unspecified,,,,Station Wagon/Sport Utility Vehicle,Moped,,,
5/14/23,40.832897,-73.862274,1,0,0,0,0,0,1,0,Unspecified,Unspecified,,,,Station Wagon/Sport Utility Vehicle,Motorcycle,,,
5/14/23,40.829647,-73.94439,2,0,0,0,0,0,2,0,Traffic Control Disregarded,Unspecified,,,,Moped,Station Wagon/Sport Utility Vehicle,,,
5/14/23,40.824135,-73.89296,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Unspecified,,,,Sedan,Motorcycle,,,
5/14/23,40.774677,-73.98221,1,0,0,0,0,0,1,0,Driver Inexperience,Driver Inexperience,,,,Station Wagon/Sport Utility Vehicle,Moped,,,
5/14/23,40.721977,-73.959946,1,0,1,0,0,0,0,0,Driver Inattention/Distraction,,,,,Moped,,,,
5/14/23,40.70467,-73.887405,0,0,0,0,0,0,0,0,Alcohol Involvement,Unspecified,,,,Sedan,Motorcycle,,,
5/14/23,40.693176,-73.968376,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,Taxi,Moped,,,
5/14/23,40.648903,-73.89876,2,1,0,0,0,0,2,1,Other Vehicular,Other Vehicular,,,,Sedan,Motorcycle,,,
5/14/23,40.620438,-74.1672,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,,,,,Motorcycle,,,,
5/14/23,40.61632,-74.15936,0,0,0,0,0,0,0,0,Unsafe Speed,Unsafe Lane Changing,Unsafe Lane Changing,,,Motorcycle,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,
5/15/23,40.8827,-73.89273,2,0,2,0,0,0,0,0,Driver Inattention/Distraction,,,,,Motorcycle,,,,
5/15/23,40.870552,-73.86714,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,,,,Station Wagon/Sport Utility Vehicle,Moped,,,
5/15/23,40.86502,-73.89277,1,0,0,0,0,0,1,0,Traffic Control Disregarded,Unspecified,Unspecified,,,Station Wagon/Sport Utility Vehicle,MOPED,Sedan,,
5/15/23,40.856503,-73.93277,1,0,0,0,0,0,1,0,Turning Improperly,Unspecified,,,,Moped,,,,
5/15/23,40.84211,-73.82557,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,,,,Motorcycle,Sedan,,,
5/15/23,40.830738,-73.9105,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,Station Wagon/Sport Utility Vehicle,Motorscooter,,,
5/15/23,40.768887,-73.90691,1,0,0,0,0,0,1,0,Unspecified,Unspecified,,,,Sedan,Motorcycle,,,
5/15/23,40.761276,-73.98762,0,0,0,0,0,0,0,0,Traffic Control Disregarded,Unspecified,,,,Taxi,Moped,,,
5/15/23,40.74198,-73.82475,1,0,1,0,0,0,0,0,Unsafe Lane Changing,,,,,Motorcycle,,,,
5/15/23,40.73764,-73.93502,1,0,0,0,0,0,1,0,Aggressive Driving/Road Rage,Unspecified,Unspecified,,,Box Truck,Station Wagon/Sport Utility Vehicle,Motorcycle,,
5/15/23,40.737583,-73.98115,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,,,,Motorcycle,,,,
5/15/23,40.704716,-73.92875,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,,,,Sedan,Moped,,,
5/15/23,,,1,0,0,0,0,0,1,0,Unspecified,,,,,Motorcycle,,,,
5/15/23,,,0,0,0,0,0,0,0,0,Other Vehicular,Unspecified,,,,Tractor Truck Diesel,Motorcycle,,,
5/15/23,,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,Motorcycle,Bike,,,
5/16/23,40.885624,-73.87906,1,0,0,0,0,0,1,0,Turning Improperly,Unspecified,,,,Sedan,Moped,,,
5/16/23,40.868122,-73.882195,1,0,0,0,0,0,1,0,Turning Improperly,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,,,,Sedan,Motorcycle,,,
5/16/23,40.821636,-73.93909,3,0,0,0,1,0,2,0,Following Too Closely,Unspecified,,,,Moped,E-Bike,,,
5/16/23,40.806866,-73.94337,1,0,1,0,0,0,0,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,,,,,Motorcycle,,,,
5/16/23,40.800663,-73.946465,1,0,0,0,0,0,1,0,Traffic Control Disregarded,Unspecified,,,,Station Wagon/Sport Utility Vehicle,Moped,,,
5/16/23,40.789684,-73.94815,2,0,0,0,0,0,2,0,Traffic Control Disregarded,Traffic Control Disregarded,,,,Station Wagon/Sport Utility Vehicle,Motorscooter,,,
5/16/23,40.76871,-73.969986,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,Motorcycle,,,,
5/16/23,40.745792,-73.8855,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,Sedan,Moped,,,
5/16/23,40.73294,-73.84961,1,0,0,0,0,0,1,0,Traffic Control Disregarded,Unspecified,,,,Station Wagon/Sport Utility Vehicle,Moped,,,
5/16/23,40.700726,-73.94194,2,0,0,0,0,0,2,0,Passing or Lane Usage Improper,Unspecified,,,,Station Wagon/Sport Utility Vehicle,Motorcycle,,,
5/16/23,40.68268,-73.922676,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,Sedan,Moped,,,
5/16/23,40.672752,-73.95432,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,Unspecified,,,Motorcycle,Sedan,Station Wagon/Sport Utility Vehicle,,
5/16/23,40.67178,-73.896706,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,,,,Moped,Sedan,,,
5/16/23,40.66495,-73.993355,1,0,0,0,0,0,1,0,Unspecified,Unspecified,,,,Sedan,Motorcycle,,,
5/16/23,40.63201,-74.01318,0,0,0,0,0,0,0,0,Driver Inexperience,Unspecified,Unspecified,Unspecified,,Sedan,Motorcycle,Sedan,Sedan,
5/16/23,40.557568,-74.207,0,0,0,0,0,0,0,0,Turning Improperly,Unspecified,,,,Motorcycle,Station Wagon/Sport Utility Vehicle,,,
5/16/23,40.525337,-74.20118,1,0,0,0,0,0,1,0,Unspecified,Unspecified,,,,Station Wagon/Sport Utility Vehicle,Motorcycle,,,
